 Win, FirstBlood, firstTower, firstTowerAssist, Kills, Assists, Deaths, GoldEarned, GoldSpent, TotalDamageDealt, MagicDamageDealt, PhysicalDamageDealt, TotalDamageTaken, MinionsKilled, CrowdControl, WardsPlaced,
0,0,0,0,0.17,0.43,0.24,0.22,0.2,0.14,0.39,0.53,0.21,0.18,0.27,0.4, 
0,0,0,0,0.67,0,0.21,0.23,0.21,0.25,1.12,0.57,0.2,0.22,0.23,0.2, 
1,1,0,0,0.8,0,0.4,0.33,0.3,0.54,0.12,1.47,0.16,0.45,0.1,0, 
1,0,0,0,0.1,0.2,0.4,0.18,0.19,0.16,0.37,0.12,0.29,0.18,0.04,0, 
1,0,0,0,0.03,0.55,0,0.18,0.19,0.09,0.14,0.11,0.18,0.12,0.11,0, 
1,0,0,0,0.03,0,0.1,0.15,0.15,0.12,0.2,0.13,0.19,0.17,0.7,0, 
1,0,0,0,0.03,0.25,0.1,0.15,0.17,0.08,0.17,0.07,0.17,0.08,0.05,0, 
0,0,0,0,0.33,0.24,0.27,0.21,0.22,0.21,1.61,0.44,0.19,0.18,0.15,0, 
0,0,0,0,0,0.29,0.2,0.16,0.15,0.12,0.17,1.03,0.22,0.1,0.01,0.33, 
0,0,0,0,0.22,0.06,0.1,0.22,0.23,0.3,0.56,2.42,0.21,0.33,0,0, 
0,0,0,0,0.22,0.29,0.1,0.22,0.22,0.24,0.6,1.72,0.15,0.24,0,0, 
0,0,0,0,0.22,0.12,0.33,0.18,0.18,0.13,0.44,0.44,0.22,0.14,0.84,0.67, 
1,1,0,0,0.44,0.24,0.05,0.26,0.25,0.3,0.65,0.11,0.18,0.22,0.34,0, 
1,0,0,0,0.44,0.32,0.05,0.29,0.29,0.34,0.07,0.79,0.2,0.33,0.57,0.5, 
1,0,0,0,0.02,0.12,0.35,0.13,0.11,0.06,0.04,0.11,0.27,0.08,0.08,0, 
1,0,0,0,0.05,0.17,0.2,0.17,0.18,0.17,0,0.43,0.16,0.23,0,0, 
1,0,0,0,0.05,0.15,0.35,0.15,0.16,0.13,0.24,0.08,0.19,0.14,0,0.5, 
0,0,0,0,0.5,0.22,0.19,0.23,0.21,0.14,0,1.57,0.23,0.12,0.21,0, 
0,0,0,0,0.25,0.22,0.19,0.22,0.21,0.26,0.06,2.92,0.19,0.25,0.07,0.5, 
0,0,0,0,0,0.19,0.21,0.19,0.2,0.31,2.92,0.55,0.2,0.3,0.7,0, 
0,0,0,0,0,0.19,0.24,0.15,0.15,0.08,0.5,0.39,0.18,0.1,0,0.25, 
0,0,0,0,0.25,0.19,0.17,0.22,0.23,0.21,0.05,2.3,0.19,0.23,0.02,0.25, 
1,0,0,0,0.56,0.06,0.23,0.3,0.3,0.4,0,0.83,0.24,0.27,0.37,0, 
1,0,0,0,0.01,0.29,0.17,0.15,0.15,0.08,0.13,0.04,0.21,0.1,0.26,0, 
1,0,0,0,0.05,0.25,0.17,0.16,0.15,0.08,0.08,0.09,0.24,0.14,0.04,0, 
1,0,0,0,0.14,0.18,0.17,0.19,0.19,0.21,0.34,0.09,0.14,0.26,0.07,0.38, 
1,0,0,0,0.23,0.22,0.27,0.21,0.21,0.23,0.44,0.03,0.17,0.23,0.25,0.62, 
0,0,0,0,0.07,0.21,0.19,0.18,0.19,0.16,0.03,0.65,0.17,0.18,0.04,0.17, 
0,0,0,0,0.17,0.17,0.25,0.18,0.2,0.17,0.64,0.09,0.21,0.12,0.25,0.08, 
0,0,0,0,0.03,0.21,0.17,0.18,0.18,0.15,0.49,0.17,0.24,0.22,0.06,0, 
0,0,0,0,0.48,0.17,0.16,0.27,0.24,0.32,0.56,0.68,0.17,0.32,0.43,0.08, 
0,0,0,0,0.24,0.23,0.23,0.2,0.2,0.2,0.7,0.12,0.21,0.16,0.22,0.67, 
1,1,0,0,0.49,0.18,0.13,0.27,0.24,0.46,0.53,0.49,0.26,0.23,0.35,0.3, 
1,0,0,0,0.11,0.23,0.13,0.18,0.17,0.15,0.3,0.08,0.2,0.18,0.45,0.13, 
1,0,0,0,0.16,0.16,0.19,0.17,0.19,0.1,0.01,0.2,0.18,0.16,0.03,0.13, 
1,0,0,0,0.09,0.18,0.5,0.19,0.2,0.19,0.01,0.45,0.19,0.33,0.13,0.17, 
1,0,0,0,0.16,0.25,0.06,0.19,0.2,0.09,0.15,0.08,0.17,0.1,0.05,0.26, 
0,0,0,0,0.13,0.23,0.29,0.19,0.19,0.23,0.16,1.7,0.23,0.21,0,0.3, 
0,0,0,0,0.13,0.09,0.27,0.16,0.19,0.14,0.95,0.24,0.2,0.11,0.11,0.2, 
0,0,0,0,0.5,0.18,0.13,0.27,0.24,0.32,0.09,2.58,0.2,0.35,0.24,0, 
0,0,0,0,0.19,0.36,0.13,0.19,0.17,0.1,0.16,0.63,0.2,0.09,0.64,0.1, 
0,0,0,0,0.06,0.14,0.18,0.19,0.21,0.21,1.36,0.36,0.18,0.23,0.01,0.4, 
0,0,0,0,0.05,0.29,0.21,0.16,0.16,0.05,0.08,0.03,0.21,0.06,0.08,0.46, 
0,0,0,0,0.32,0.17,0.19,0.21,0.2,0.24,0.5,0.06,0.23,0.28,0.28,0.1, 
0,0,0,0,0.16,0.14,0.19,0.19,0.18,0.23,0,0.48,0.16,0.08,0.34,0.12, 
0,0,1,0,0.42,0.14,0.19,0.26,0.28,0.31,0.07,0.67,0.17,0.38,0.04,0.2, 
0,0,0,0,0.05,0.26,0.21,0.18,0.18,0.17,0.35,0.05,0.22,0.21,0.26,0.12, 
1,0,0,0,0.28,0.19,0.26,0.22,0.22,0.23,0.03,1.63,0.17,0.28,0.09,0.17, 
1,1,0,0,0.23,0.06,0.21,0.21,0.2,0.27,0.61,1.28,0.23,0.38,0.35,0.13, 
1,0,0,0,0.09,0.28,0.16,0.17,0.18,0.06,0.3,0.12,0.17,0.05,0.07,0.28, 
1,0,0,0,0.15,0.27,0.26,0.2,0.2,0.27,1.61,0.12,0.32,0.11,0.34,0.28, 
1,0,0,0,0.26,0.2,0.11,0.19,0.2,0.16,0.87,0.27,0.11,0.17,0.16,0.13, 
1,1,0,0,0.8,0.18,0.09,0.38,0.38,0.61,0.42,2.54,0.18,0.39,0.67,0, 
1,0,0,0,0.09,0.24,0.36,0.16,0.15,0.07,0.08,0.27,0.21,0.11,0.09,0, 
1,0,0,0,0.11,0.24,0.09,0.18,0.16,0.13,0.44,0.21,0.22,0.19,0.1,0, 
1,0,0,0,0,0.12,0.27,0.15,0.16,0.11,0.04,0.48,0.19,0.2,0.02,0, 
1,0,0,0,0,0.24,0.18,0.14,0.15,0.08,0.02,0.37,0.19,0.11,0.12,0, 
0,0,0,0,0.1,0.36,0.23,0.19,0.18,0.15,0.49,0.56,0.18,0.15,0.21,0.2, 
0,0,0,0,0.2,0.27,0.14,0.22,0.23,0.27,0.42,1.45,0.16,0.28,0,0, 
0,0,0,0,0.1,0,0.18,0.19,0.18,0.22,1.03,0.48,0.24,0.23,0.43,0.2, 
0,0,0,0,0.5,0.18,0.32,0.23,0.23,0.16,0.19,0.88,0.24,0.19,0.35,0.6, 
0,0,0,0,0.1,0.18,0.14,0.18,0.17,0.2,1,0.38,0.18,0.15,0,0, 
1,0,1,0,0.75,0.11,0.2,0.34,0.32,0.48,0.29,1.52,0.2,0.3,0.89,0.6, 
1,0,0,0,0.08,0.41,0.3,0.19,0.18,0.12,0.28,0.16,0.22,0.11,0.11,0.2, 
1,0,0,0,0.06,0.22,0.2,0.16,0.16,0.14,0.17,0.35,0.18,0.19,0,0.2, 
1,0,0,0,0.06,0.19,0.1,0.16,0.17,0.13,0.25,0.24,0.21,0.19,0,0, 
1,0,0,0,0.06,0.08,0.2,0.16,0.16,0.14,0,0.55,0.2,0.21,0,0, 
0,0,0,0,0,0.27,0.25,0.18,0.19,0.2,0.53,1.44,0.16,0.16,0.88,0, 
0,0,0,0,0.6,0.09,0.26,0.24,0.23,0.28,0,2.74,0.23,0.27,0,0, 
0,0,0,0,0.2,0.27,0.19,0.2,0.21,0.19,0.66,1.16,0.18,0.23,0,0, 
0,0,0,0,0.2,0,0.13,0.19,0.17,0.2,1.35,0.61,0.21,0.22,0,0, 
0,0,0,0,0,0.36,0.17,0.19,0.2,0.13,0.79,0.48,0.22,0.12,0.11,0, 
1,1,0,0,0.91,0.03,0.14,0.41,0.4,0.7,0.47,3.23,0.22,0.58,0.23,1, 
1,0,0,0,0.07,0.21,0.29,0.16,0.17,0.09,0.05,0.42,0.2,0.14,0.13,0, 
1,0,0,0,0,0.18,0.07,0.13,0.12,0.07,0.17,0.22,0.18,0.1,0.43,0, 
1,0,0,0,0.02,0.24,0.14,0.14,0.14,0.07,0.15,0.2,0.2,0.09,0.04,0, 
1,0,0,0,0,0.33,0.36,0.16,0.17,0.07,0.15,0.2,0.21,0.08,0.16,0, 
0,0,0,0,0.23,0.16,0.22,0.21,0.21,0.31,0,2.72,0.15,0.28,0,0, 
0,0,0,0,0.08,0.24,0.17,0.17,0.17,0.12,0.74,0.32,0.23,0.1,0.21,0, 
0,0,0,0,0.23,0.16,0.26,0.2,0.2,0.2,1.25,0.52,0.27,0.22,0.21,0, 
0,0,0,0,0.23,0.24,0.26,0.2,0.2,0.2,1.2,0.52,0.22,0.16,0.13,0, 
0,0,0,0,0.23,0.2,0.09,0.21,0.22,0.17,0.87,0.58,0.12,0.24,0.45,0, 
1,0,0,0,0.9,0.03,0.07,0.43,0.41,0.62,0.79,1.01,0.22,0.46,0.88,1, 
1,0,0,0,0.03,0.2,0.2,0.16,0.16,0.16,0.01,0.46,0.17,0.19,0.02,0, 
1,0,0,0,0.02,0.3,0.23,0.15,0.15,0.1,0.05,0.23,0.19,0.17,0.09,0, 
1,0,0,0,0.02,0.27,0.25,0.14,0.14,0.07,0.12,0.09,0.24,0.1,0.02,0, 
1,0,0,0,0.03,0.2,0.25,0.13,0.14,0.05,0.04,0.1,0.18,0.08,0,0, 
0,0,0,0,0.41,0.2,0.17,0.27,0.26,0.35,0,2.97,0.23,0.36,0.06,0.5, 
0,0,0,0,0.27,0.17,0.19,0.21,0.22,0.17,1.2,0.27,0.2,0.17,0,0, 
0,0,0,0,0.18,0.22,0.25,0.19,0.19,0.18,1.09,0.49,0.21,0.19,0.41,0.5, 
0,0,0,0,0.09,0.32,0.15,0.19,0.19,0.18,1.12,0.44,0.23,0.14,0.52,0, 
0,0,0,0,0.05,0.08,0.24,0.14,0.15,0.11,0.74,0.23,0.13,0.14,0.01,0, 
0,1,0,0,0.75,0.1,0.24,0.37,0.35,0.61,0.4,0.98,0.26,0.46,0.27,0.75, 
0,0,0,0,0.1,0.11,0.18,0.15,0.15,0.12,0.18,0.1,0.14,0.19,0.22,0.13, 
0,0,0,0,0.12,0.24,0.29,0.16,0.17,0.1,0.18,0.05,0.22,0.14,0.11,0, 
0,0,0,0,0.04,0.22,0.12,0.14,0.16,0.1,0.17,0.07,0.19,0.11,0.1,0.13, 
0,0,0,0,0,0.33,0.18,0.17,0.18,0.06,0.07,0.07,0.19,0.1,0.3,0, 
1,0,0,0,0.06,0.2,0.14,0.19,0.19,0.12,0,0.63,0.21,0.19,0.04,0, 
1,0,0,0,0,0.23,0.22,0.17,0.18,0.1,0.28,0.22,0.21,0.1,0.02,0, 
1,0,0,0,0.24,0.2,0.33,0.21,0.22,0.24,0.33,0.87,0.21,0.24,0.06,0, 
1,0,0,0,0.41,0.17,0.2,0.21,0.22,0.28,1.15,0.28,0.19,0.21,0.85,0, 
1,0,0,0,0.29,0.2,0.12,0.21,0.19,0.27,0.74,0.63,0.18,0.26,0.03,0, 
1,0,1,0,0.86,0.17,0,0.37,0.39,0.53,0,4.64,0.36,0.41,0.19,0, 
1,0,0,0,0.04,0.1,0,0.14,0.14,0.09,0.05,0.72,0.16,0.1,0.05,0, 
1,0,0,0,0.06,0.57,0.6,0.18,0.18,0.11,0.54,0.43,0.13,0.11,0.42,0, 
1,0,0,0,0.02,0.03,0.2,0.15,0.14,0.13,0.35,0.8,0.2,0.2,0.09,0, 
1,0,0,0,0.02,0.13,0.2,0.16,0.15,0.15,0.05,1.23,0.15,0.19,0.25,0, 
0,0,0,0,0.6,0,0.14,0.22,0.21,0.27,1.05,0.56,0.2,0.22,0.01,0.2, 
0,0,0,0,0,0.3,0.35,0.18,0.17,0.15,0.18,0.7,0.24,0.15,0.64,0.6, 
0,0,0,0,0.2,0.3,0.16,0.22,0.23,0.21,0.7,0.53,0.2,0.19,0.35,0, 
0,0,0,0,0,0.3,0.12,0.18,0.19,0.14,0.39,0.44,0.16,0.16,0,0, 
0,0,0,0,0.2,0.1,0.22,0.2,0.2,0.24,0.22,1.21,0.19,0.27,0,0.2, 
1,0,1,0,0.68,0.14,0.2,0.36,0.36,0.52,0.27,3.92,0.23,0.46,0.22,0.08, 
1,0,0,0,0.31,0.24,0.13,0.25,0.25,0.28,0,2.13,0.14,0.26,0.19,0, 
1,0,0,0,0,0.32,0.27,0.14,0.14,0.05,0.22,0.16,0.2,0.05,0.13,0.42, 
1,0,0,0,0,0.18,0.2,0.13,0.12,0.07,0.45,0.14,0.22,0.1,0.47,0.25, 
1,0,0,0,0.02,0.12,0.2,0.13,0.13,0.09,0.07,0.63,0.22,0.13,0,0.25, 
0,0,0,0,0.07,0.29,0.2,0.18,0.19,0.14,0.65,0.41,0.23,0.13,0.71,0.13, 
0,0,0,0,0.27,0.11,0.2,0.19,0.17,0.21,1.36,0.2,0.2,0.17,0.01,0.5, 
0,0,0,0,0.33,0.17,0.25,0.23,0.25,0.26,0,1.96,0.19,0.31,0,0, 
0,0,0,0,0.13,0.23,0.15,0.21,0.21,0.22,0.05,1.65,0.15,0.24,0.05,0.25, 
0,0,0,0,0.2,0.2,0.2,0.19,0.19,0.17,0.99,0.29,0.23,0.14,0.23,0.13, 
1,1,1,0,0.9,0.09,0.57,0.38,0.36,0.62,0.03,6.4,0.37,0.45,0.46,0, 
1,0,0,0,0,0.18,0,0.15,0.16,0.11,0.42,0.68,0.14,0.16,0.06,0, 
1,0,0,0,0.03,0.09,0,0.13,0.15,0.04,0.13,0.28,0.18,0.07,0.24,0, 
1,0,0,0,0.03,0,0.14,0.16,0.18,0.08,0.4,0.48,0.17,0.13,0.14,0, 
1,0,0,0,0.03,0.64,0.29,0.18,0.16,0.15,0.02,1.58,0.14,0.19,0.11,0, 
0,0,0,0,0.14,0.14,0.1,0.21,0.2,0.32,0.98,1.02,0.15,0.35,0.59,0, 
0,0,0,0,0.14,0.14,0.16,0.17,0.18,0.18,0.61,0.54,0.22,0.14,0.14,0, 
0,0,0,0,0.57,0.14,0.39,0.25,0.25,0.21,0.99,0.39,0.24,0.23,0.24,0.5, 
0,0,0,0,0.14,0.29,0.16,0.18,0.17,0.12,0.03,0.6,0.2,0.13,0,0.5, 
0,0,0,0,0,0.29,0.19,0.19,0.19,0.17,0.64,0.46,0.2,0.15,0.03,0, 
0,0,0,0,0.3,0.27,0.19,0.26,0.26,0.27,0.1,0.51,0.19,0.4,0.04,0.15, 
0,0,0,0,0.52,0.18,0.17,0.28,0.27,0.36,0.72,0.07,0.17,0.33,0.26,0.06, 
0,0,0,0,0.09,0.14,0.26,0.16,0.16,0.23,0.14,0.31,0.24,0.05,0.21,0.27, 
0,0,0,0,0.09,0.32,0.21,0.16,0.16,0.03,0.04,0.02,0.19,0.05,0.45,0.42, 
0,0,0,0,0,0.09,0.17,0.14,0.14,0.11,0.01,0.24,0.23,0.17,0.05,0.1, 
1,1,1,0,0.43,0.13,0.13,0.23,0.25,0.18,0.05,1.88,0.19,0.25,0.07,0.11, 
1,0,0,0,0.15,0.22,0.26,0.18,0.19,0.16,1.38,0.35,0.25,0.25,0.26,0.2, 
1,0,0,0,0.11,0.3,0.13,0.17,0.17,0.04,0.31,0.1,0.18,0.03,0.09,0.47, 
1,0,0,0,0.15,0.18,0.22,0.21,0.19,0.26,0.39,2.48,0.15,0.36,0.31,0.09, 
1,0,0,0,0.17,0.16,0.26,0.21,0.21,0.38,3.22,0.67,0.23,0.1,0.28,0.13, 
0,0,0,0,0,0.14,0.42,0.16,0.14,0.16,0,0.29,0.24,0.13,0.27,0, 
0,1,0,0,0.33,0.27,0.12,0.24,0.26,0.32,0.54,0.07,0.16,0.28,0.18,0.17, 
0,0,0,0,0,0.05,0.14,0.13,0.01,0.05,0.01,0.09,0.06,0.06,0.04,0, 
0,0,0,0,0.29,0.36,0.12,0.26,0.33,0.27,0.39,0.12,0.31,0.26,0.37,0.42, 
0,0,0,0,0.38,0.18,0.19,0.21,0.25,0.19,0.06,0.3,0.23,0.26,0.14,0.42, 
1,0,0,0,0,0,0.54,0.12,0.06,0.03,0,0.12,0.19,0.03,0.04,0.05, 
1,0,0,0,0.56,0.19,0.17,0.28,0.22,0.29,1.03,0.18,0.2,0.27,0.79,0.05, 
1,0,0,0,0.12,0.25,0.13,0.18,0.21,0.19,0.64,0.14,0.28,0.19,0.05,0.11, 
1,0,0,0,0.12,0.35,0.13,0.2,0.24,0.21,0.69,0.2,0.2,0.2,0.11,0.37, 
1,0,0,0,0.2,0.21,0.04,0.22,0.27,0.27,0.74,0.38,0.13,0.31,0.02,0.42, 
1,1,1,0,0.83,0.07,0.08,0.39,0.38,0.59,0.29,6.44,0.28,0.45,0.74,0, 
1,0,0,0,0.11,0.22,0.17,0.18,0.2,0.16,0.02,1.87,0.14,0.2,0.02,1, 
1,0,0,0,0.03,0.33,0.08,0.16,0.15,0.11,0.42,0.84,0.17,0.15,0.14,0, 
1,0,0,0,0.03,0.2,0.5,0.14,0.14,0.07,0.04,0.76,0.18,0.12,0,0, 
1,0,0,0,0,0.2,0.17,0.13,0.14,0.06,0.23,0.51,0.23,0.08,0.09,0, 
0,0,0,0,0.33,0.17,0.19,0.21,0.21,0.22,0.72,0.32,0.22,0.23,0.02,0, 
0,0,0,0,0.17,0.25,0.17,0.21,0.2,0.12,0.25,0.33,0.21,0.16,0.03,0, 
0,0,0,0,0.33,0.13,0.25,0.2,0.21,0.27,0.94,0.3,0.17,0.19,0.61,0, 
0,0,0,0,0.08,0.29,0.2,0.19,0.17,0.15,0.36,0.31,0.2,0.15,0.09,1, 
0,0,0,0,0.08,0.17,0.19,0.19,0.2,0.24,0.84,0.27,0.2,0.27,0.26,0, 
1,1,0,0,0.88,0.1,0.05,0.38,0.35,0.65,0.82,0.18,0.21,0.4,0.18,0.5, 
1,0,0,0,0.04,0.2,0.13,0.16,0.17,0.11,0.05,0.13,0.25,0.19,0.74,0, 
1,0,0,0,0.04,0.1,0.26,0.15,0.16,0.1,0,0.12,0.19,0.2,0.04,0, 
1,0,0,0,0.01,0.35,0.26,0.16,0.17,0.07,0.05,0.06,0.2,0.1,0.04,0.5, 
1,0,0,0,0.01,0.25,0.31,0.14,0.14,0.08,0.08,0.04,0.15,0.11,0,0, 
0,0,0,0,0.03,0.2,0.18,0.17,0.18,0.11,0.66,0.32,0.21,0.12,0.33,0.17, 
0,0,0,0,0.11,0.24,0.25,0.18,0.19,0.19,1.53,0.23,0.2,0.16,0.21,0.17, 
0,0,0,0,0.18,0.24,0.24,0.2,0.2,0.2,0.87,1,0.24,0.23,0.05,0.17, 
0,0,0,0,0.42,0.02,0.19,0.24,0.22,0.31,0,2.8,0.19,0.31,0,0.17, 
0,0,0,0,0.26,0.3,0.15,0.21,0.2,0.2,1.22,0.32,0.16,0.18,0.41,0.33, 
1,1,0,0,0.92,0.13,0.16,0.4,0.41,0.71,0.38,4.25,0.27,0.48,0.33,1, 
1,0,0,0,0.06,0.13,0.21,0.15,0.16,0.09,0.09,0.51,0.18,0.17,0.07,0, 
1,0,0,0,0,0.3,0.21,0.17,0.17,0.08,0.23,0.32,0.23,0.17,0.55,0, 
1,0,0,0,0,0.13,0.16,0.13,0.12,0.07,0.24,0.25,0.11,0.1,0.05,0, 
1,0,0,0,0.02,0.3,0.26,0.15,0.14,0.05,0.06,0.25,0.22,0.08,0,0, 
0,0,0,0,0.11,0.23,0.1,0.19,0.21,0.18,0.66,0.25,0.2,0.18,0.31,0, 
0,0,0,0,0.26,0.23,0.24,0.2,0.18,0.17,0.68,0.2,0.22,0.15,0.37,0, 
0,0,0,0,0.16,0.23,0.24,0.21,0.22,0.26,1.01,0.31,0.23,0.23,0.18,0, 
0,0,0,0,0.21,0.1,0.18,0.18,0.16,0.18,0.63,0.3,0.16,0.2,0.08,0, 
0,0,0,0,0.26,0.21,0.25,0.22,0.23,0.2,0.65,0.37,0.19,0.24,0.06,0, 
1,0,1,0,0.93,0.04,0.4,0.41,0.4,0.64,0.84,0.3,0.28,0.48,0.39,0.67, 
1,0,0,0,0,0.39,0.2,0.14,0.14,0.05,0.02,0.07,0.23,0.08,0.09,0, 
1,0,0,0,0.02,0.21,0.2,0.15,0.15,0.11,0.09,0.07,0.19,0.12,0.39,0, 
1,0,0,0,0,0.25,0,0.14,0.13,0.09,0.04,0.11,0.14,0.14,0,0.33, 
1,0,0,0,0.05,0.11,0.2,0.16,0.18,0.12,0.01,0.21,0.15,0.18,0.13,0, 
0,0,0,0,0.2,0.17,0.14,0.21,0.23,0.3,0,1.81,0.17,0.32,0,0, 
0,0,0,0,0,0.33,0.16,0.17,0.16,0.08,0.05,0.45,0.19,0.1,0.24,0, 
0,0,0,0,0.2,0.17,0.31,0.21,0.23,0.21,0.94,0.34,0.26,0.25,0.04,1, 
0,0,0,0,0.2,0.17,0.21,0.19,0.2,0.17,0.68,0.38,0.2,0.14,0,0, 
0,0,0,0,0.4,0.17,0.19,0.21,0.18,0.24,1.05,0.44,0.18,0.2,0.72,0, 
1,1,1,0,0.91,0.03,0,0.37,0.34,0.59,0.02,2.11,0.23,0.48,0.38,0.03, 
1,0,0,0,0,0.3,0.83,0.16,0.17,0.08,0.2,0.11,0.25,0.07,0.43,0.3, 
1,0,0,0,0.09,0.19,0,0.16,0.17,0.16,0.4,0.17,0.15,0.2,0.08,0.27, 
1,0,0,0,0,0.3,0.17,0.17,0.18,0.09,0.15,0.17,0.2,0.15,0.05,0.23, 
1,0,0,0,0,0.19,0,0.13,0.14,0.09,0.23,0.08,0.17,0.11,0.06,0.17, 
0,0,0,0,0.4,0.14,0.26,0.22,0.22,0.3,0.05,1.76,0.18,0.3,0.19,0.17, 
0,0,0,0,0,0.21,0.15,0.19,0.19,0.19,0.76,0.37,0.19,0.23,0.09,0.25, 
0,0,0,0,0.4,0.14,0.18,0.2,0.2,0.26,1.1,0.45,0.19,0.24,0.57,0.08, 
0,0,0,0,0,0.21,0.21,0.19,0.18,0.13,0.43,0.36,0.19,0.11,0.11,0.08, 
0,0,0,0,0.2,0.29,0.21,0.2,0.21,0.12,0.46,0.28,0.24,0.12,0.05,0.42, 
1,1,1,0,0.77,0.22,0,0.36,0.34,0.56,0.32,1.25,0.3,0.4,0.87,0, 
1,0,0,0,0.11,0.25,0.4,0.16,0.17,0.08,0.13,0.1,0.21,0.09,0,0, 
1,0,0,0,0.08,0.19,0.1,0.16,0.15,0.14,0.26,0.12,0.12,0.16,0.1,0, 
1,0,0,0,0,0.22,0.4,0.15,0.17,0.11,0.1,0.21,0.24,0.18,0.01,0, 
1,0,0,0,0.04,0.11,0.1,0.16,0.17,0.12,0.19,0.14,0.13,0.17,0.02,0, 
0,0,0,0,0.2,0.14,0.28,0.19,0.19,0.26,1.29,0.49,0.16,0.16,0,0.4, 
0,0,0,0,0,0.21,0.15,0.16,0.17,0.11,0.42,0.34,0.22,0.1,0.23,0.2, 
0,0,0,0,0.5,0.14,0.09,0.25,0.25,0.24,0.08,1.63,0.23,0.35,0.4,0, 
0,0,0,0,0.3,0.29,0.28,0.21,0.2,0.18,0.89,0.37,0.22,0.12,0.37,0.4, 
0,0,0,0,0,0.21,0.19,0.19,0.19,0.21,0.55,0.89,0.17,0.26,0,0, 
1,0,0,1,0.84,0,0,0.35,0.32,0.6,0.88,0.75,0.47,0.31,0.67,0.38, 
1,0,0,0,0.02,0.32,0.38,0.16,0.15,0.05,0.03,0.1,0.14,0.1,0.02,0, 
1,0,0,0,0.04,0.14,0.13,0.16,0.18,0.11,0.05,0.26,0.14,0.22,0.04,0.5, 
1,0,0,0,0.08,0.18,0.5,0.18,0.19,0.19,0,0.52,0.13,0.26,0,0.13, 
1,0,0,0,0.02,0.36,0,0.15,0.16,0.05,0.04,0.09,0.13,0.1,0.28,0, 
0,0,0,0,0.5,0.15,0.22,0.2,0.17,0.21,1.45,0.48,0.25,0.16,0.15,0.75, 
0,0,0,0,0.13,0.08,0.14,0.19,0.2,0.17,0.33,1.27,0.18,0.19,0.15,0, 
0,0,0,0,0,0.23,0.22,0.21,0.22,0.29,0.08,2.57,0.2,0.34,0.38,0, 
0,0,0,0,0.25,0.31,0.18,0.2,0.19,0.2,0.13,1.7,0.17,0.16,0.3,0.25, 
0,0,0,0,0.13,0.23,0.25,0.2,0.22,0.13,0.68,0.52,0.21,0.14,0.03,0, 
0,0,0,0,0.51,0.1,0.38,0.25,0.25,0.31,0.41,0.22,0.2,0.19,0,0, 
0,0,0,0,0.24,0.13,0.17,0.22,0.22,0.25,0.18,0.3,0.17,0.31,0.25,0, 
0,0,0,0,0.03,0.27,0.21,0.17,0.18,0.12,0.01,0.21,0.24,0.16,0.01,0, 
0,0,0,0,0.05,0.3,0.07,0.16,0.16,0.09,0.05,0.06,0.19,0.1,0.42,1, 
0,0,0,0,0.16,0.2,0.17,0.19,0.19,0.22,0.36,0.09,0.2,0.23,0.32,0, 
1,0,0,0,0.18,0.07,0.27,0.17,0.17,0.1,0.03,0.46,0.22,0.11,0.01,0, 
1,0,0,0,0.14,0.21,0.14,0.17,0.19,0.16,0.25,0.27,0.19,0.14,0.53,0.5, 
1,0,0,0,0.25,0.17,0.24,0.22,0.21,0.3,1.44,0.35,0.2,0.31,0.03,0.25, 
1,0,0,0,0.25,0.31,0.24,0.23,0.22,0.27,0.81,0.68,0.17,0.27,0.39,0.25, 
1,0,0,0,0.18,0.24,0.11,0.21,0.22,0.17,0.63,0.35,0.21,0.17,0.05,0, 
1,1,0,0,0.79,0.05,0.2,0.39,0.41,0.75,0.29,3.21,0.16,0.6,0.07,0.67, 
1,0,0,0,0,0.28,0.1,0.13,0.13,0.03,0.04,0.1,0.24,0.08,0.08,0, 
1,0,0,0,0.1,0.21,0.3,0.16,0.16,0.08,0.24,0.11,0.23,0.14,0.43,0, 
1,0,0,0,0.07,0.16,0.4,0.16,0.16,0.05,0.12,0.1,0.21,0.08,0.23,0.33, 
1,0,0,0,0.03,0.3,0,0.15,0.15,0.09,0.31,0.1,0.17,0.1,0.2,0, 
0,0,0,0,0.17,0.08,0.19,0.19,0.19,0.16,1.05,1.86,0.18,0.21,0.05,0, 
0,0,0,0,0.17,0.31,0.21,0.2,0.2,0.17,0.71,2.55,0.22,0.18,0.63,0.5, 
0,0,0,0,0.17,0.15,0.22,0.2,0.2,0.25,0.17,4.43,0.2,0.23,0.32,0, 
0,0,0,0,0.5,0.15,0.19,0.21,0.21,0.2,0.79,2.99,0.18,0.17,0,0.5, 
0,0,0,0,0,0.31,0.18,0.2,0.19,0.22,1.01,3.05,0.21,0.21,0,0, 
1,1,0,0,0.87,0.06,0.23,0.38,0.26,0.52,0.47,0.78,0.27,0.22,0.88,0, 
1,0,0,0,0.01,0.26,0.23,0.15,0.2,0.08,0.13,0.09,0.14,0.19,0.03,0.5, 
1,0,0,0,0.06,0.19,0.18,0.15,0.17,0.11,0.18,0.1,0.18,0.17,0.08,0, 
1,0,0,0,0.01,0.14,0.27,0.13,0.17,0.12,0.22,0.09,0.22,0.2,0.01,0.5, 
1,0,0,0,0.04,0.35,0.09,0.18,0.2,0.17,0.01,0.42,0.19,0.22,0,0, 
0,0,0,0,0.18,0.24,0.26,0.24,0.24,0.25,0.06,1.92,0.18,0.28,0.41,0, 
